elapsed_s,odom_x,odom_y,odom_h_deg,map_x,map_y,map_h_deg,corr_dx,corr_dy,corr_dtheta_deg,icp_err,cycle_ms
3.059,0.0,0.0,0.0,-0.0072,-0.0187,0.024,-0.0072,-0.0187,0.024,0.0281,30.3
6.169,0.0,0.0,-0.016,-0.0109,-0.0253,0.046,-0.0109,-0.0253,0.063,0.0295,110.0
9.276,0.0,0.0,-0.027,-0.0121,-0.0297,0.036,-0.0121,-0.0297,0.064,0.0298,106.6
12.374,0.3198,0.0565,12.404,0.302,0.0334,11.977,-0.0182,-0.0207,-0.426,0.0365,97.3
15.48,1.1554,0.2399,10.822,1.137,0.2199,10.339,-0.0203,-0.0102,-0.483,0.0396,105.8
18.599,1.7261,0.6992,46.362,1.7093,0.6912,46.152,-0.0193,-0.0016,-0.21,0.0365,119.3
21.703,2.3019,1.3098,44.242,2.2638,1.3035,44.455,-0.0333,-0.0149,0.213,0.0275,103.8
24.796,2.9828,1.6104,9.558,2.9295,1.6061,9.449,-0.0563,0.0013,-0.109,0.0147,92.6
27.916,3.826,1.7682,9.536,3.756,1.7616,9.303,-0.0771,0.009,-0.233,0.0132,119.4
31.015,4.4543,2.1826,39.666,4.3769,2.1724,39.244,-0.0934,0.0227,-0.422,0.0175,98.9
34.126,5.0751,2.7194,38.496,5.0068,2.6892,37.751,-0.1032,0.036,-0.745,0.0603,110.9
37.222,5.8182,2.9483,2.862,5.7442,2.895,2.056,-0.1148,0.0288,-0.806,0.0573,96.2
40.333,6.5829,3.0038,0.95,6.5085,2.9357,0.063,-0.1202,0.0342,-0.887,0.046,110.3
43.431,6.8439,2.3337,-92.005,6.7654,2.2814,-92.521,-0.0992,0.0094,-0.516,0.0321,98.0
46.55,6.8082,1.51,-92.313,6.7416,1.4785,-92.539,-0.0725,-0.0046,-0.227,0.019,119.3
49.664,6.7651,0.665,-92.549,6.7404,0.6558,-93.03,-0.0301,0.0477,-0.482,0.0521,113.0
52.77,6.7178,-0.1654,-93.027,6.7305,-0.1627,-94.196,0.0174,0.1398,-1.169,0.0411,106.1
55.858,6.6617,-0.9921,-93.653,6.6724,-0.9964,-94.835,0.0326,0.1329,-1.182,0.0428,87.5
58.987,6.6025,-1.8427,-93.373,6.5972,-1.8424,-94.63,0.0368,0.1447,-1.257,0.0373,128.9
62.097,6.5323,-2.5861,-121.673,6.5144,-2.5947,-123.084,0.0477,0.1514,-1.411,0.0335,109.5
65.192,5.741,-2.6727,176.918,5.7354,-2.6793,176.18,0.0294,0.0671,-0.738,0.0362,95.7
68.287,4.9646,-2.6056,174.457,4.9579,-2.6257,173.717,0.0273,0.0437,-0.74,0.0392,94.8
71.413,4.2154,-2.179,150.079,4.2042,-2.2117,149.491,0.0114,0.0103,-0.588,0.0447,125.5
74.515,3.476,-1.7249,150.474,3.4636,-1.7566,149.388,0.021,0.0338,-1.086,0.0498,101.3
77.634,2.8009,-1.3333,138.224,2.7743,-1.3754,135.354,0.0437,0.0965,-2.87,0.0733,119.5
80.72,2.3883,-0.5814,120.064,2.3849,-0.6284,118.742,0.0106,0.0079,-1.321,0.0453,85.2
83.868,2.0126,0.0955,143.976,2.025,0.0144,143.65,0.0118,-0.0697,-0.326,0.0391,148.3
86.938,1.1737,0.1956,177.901,1.1932,0.0817,177.699,0.0188,-0.1097,-0.203,0.0302,69.3
90.037,0.4248,0.2545,175.853,0.4463,0.1226,175.849,0.0214,-0.1319,-0.004,0.0333,99.5
