elapsed_s,odom_x,odom_y,odom_h_deg,map_x,map_y,map_h_deg,corr_dx,corr_dy,corr_dtheta_deg,icp_err,cycle_ms
3.127,0.0,0.0,0.005,-0.0075,-0.0095,-0.054,-0.0075,-0.0095,-0.059,0.023,72.0
6.235,0.0,0.0,0.027,-0.0092,-0.0138,-0.118,-0.0092,-0.0138,-0.145,0.0253,108.0
9.365,0.0,0.0,0.033,-0.0103,-0.015,-0.149,-0.0103,-0.015,-0.182,0.0246,129.4
12.443,0.0,0.0,0.066,-0.0108,-0.0169,-0.107,-0.0108,-0.0169,-0.173,0.0244,77.8
15.525,0.0,0.0,0.093,-0.0116,-0.0175,-0.06,-0.0116,-0.0175,-0.153,0.0235,81.7
18.594,0.0,0.0,0.121,-0.0121,-0.0176,-0.061,-0.0121,-0.0176,-0.182,0.0232,68.4
21.654,0.4391,0.1096,14.766,0.4303,0.0969,14.539,-0.0093,-0.0109,-0.226,0.0336,59.4
24.726,1.2415,0.3271,14.31,1.2394,0.3209,13.688,-0.0056,0.0072,-0.622,0.0381,71.6
27.785,1.871,0.6799,62.309,1.8756,0.6871,61.826,-0.0011,0.023,-0.483,0.0308,59.4
30.854,2.2742,1.3931,58.486,2.2652,1.4173,58.298,-0.0135,0.0316,-0.188,0.017,68.7
33.909,2.8696,1.7764,8.201,2.8553,1.8056,8.012,-0.0201,0.0386,-0.189,0.0148,54.5
36.977,3.7186,1.9186,9.256,3.7017,1.9501,8.991,-0.0257,0.0487,-0.265,0.0125,68.2
40.034,4.4412,2.1378,49.801,4.4226,2.1713,48.891,-0.052,0.1044,-0.91,0.0185,56.8
43.098,4.9695,2.7338,45.33,4.9753,2.7563,44.338,-0.0408,0.109,-0.992,0.0658,63.8
46.147,4.7318,3.3069,147.365,4.7443,3.331,146.241,-0.0514,0.1176,-1.124,0.0548,48.6
49.206,3.9224,3.5144,168.118,3.9352,3.5371,166.912,-0.0604,0.106,-1.206,0.0541,58.7
52.441,3.0493,3.7177,168.201,3.0709,3.7293,166.354,-0.0967,0.1118,-1.847,0.0387,235.1
55.467,2.2665,3.8544,-176.539,2.3086,3.8535,-177.933,-0.051,0.0554,-1.394,0.0327,25.4
58.531,1.4307,3.8345,-178.923,1.4548,3.8343,-179.746,-0.0308,0.0207,-0.823,0.021,64.3
61.581,0.5954,3.8406,179.923,0.6103,3.83,179.448,-0.0169,-0.0056,-0.475,0.0233,49.2
64.65,-0.0803,3.6514,-136.137,-0.0585,3.6283,-136.351,0.0082,-0.0234,-0.214,0.0316,69.3
67.714,-0.6888,3.1198,-142.278,-0.6815,3.0869,-142.564,-0.0083,-0.0363,-0.286,0.0365,63.2
70.759,-0.7373,2.4069,-77.975,-0.7294,2.3793,-78.172,-0.0004,-0.0301,-0.197,0.0596,45.5
73.805,-0.5688,1.5887,-77.497,-0.5491,1.5691,-77.958,0.007,-0.0241,-0.46,0.0379,45.3
76.864,-0.1022,1.0385,-31.91,-0.0709,1.023,-32.565,0.0194,-0.0167,-0.655,0.0374,58.9
79.916,0.6094,0.589,-29.526,0.6396,0.5775,-30.381,0.0214,-0.0023,-0.856,0.0308,51.6
82.992,0.7297,0.047,-154.089,0.7473,0.0369,-154.569,0.0173,-0.004,-0.48,0.0331,75.9
