elapsed_s,odom_x,odom_y,odom_h_deg,map_x,map_y,map_h_deg,corr_dx,corr_dy,corr_dtheta_deg,icp_err,cycle_ms
3.123,0.0,0.0,0.005,-0.0113,-0.0125,-0.09,-0.0113,-0.0125,-0.096,0.0303,74.0
6.285,0.0,0.0,0.016,-0.0147,-0.0171,-0.199,-0.0147,-0.0171,-0.215,0.0295,161.5
9.439,0.0,0.0,0.022,-0.0121,-0.0166,-0.154,-0.0121,-0.0166,-0.175,0.0256,154.0
12.598,0.8194,0.2121,14.892,0.8055,0.2042,14.731,-0.0145,-0.0056,-0.161,0.0307,158.5
15.762,1.6348,0.4279,13.705,1.628,0.4242,13.45,-0.0088,0.0036,-0.256,0.037,164.1
18.911,2.0905,1.0449,59.145,2.0782,1.0555,59.371,-0.0081,0.0024,0.226,0.0281,148.9
22.08,2.525,1.7151,32.789,2.5074,1.7497,33.689,0.0096,-0.0048,0.9,0.0251,168.6
25.229,3.3762,1.8488,7.762,3.3544,1.8928,7.974,-0.0149,0.0316,0.212,0.0129,149.2
28.392,4.2093,1.9742,8.036,4.1913,2.0235,8.187,-0.0128,0.0383,0.15,0.013,162.1
31.539,4.5694,2.2745,45.939,4.5372,2.3271,45.165,-0.0625,0.1146,-0.774,0.0375,146.9
34.694,5.0705,2.8836,82.101,5.0638,2.9172,80.654,-0.0779,0.1625,-1.447,0.0394,155.1
37.85,4.548,3.3698,170.711,4.5479,3.413,169.335,-0.0798,0.1534,-1.376,0.0591,155.6
41.015,3.6993,3.5519,168.338,3.6986,3.5925,166.856,-0.0913,0.1374,-1.482,0.0522,164.3
44.181,2.8494,3.7436,168.788,2.8567,3.7675,167.326,-0.0873,0.0979,-1.462,0.0333,166.3
47.227,2.0895,3.8412,-177.704,2.1025,3.8528,-178.779,-0.0587,0.0514,-1.075,0.0286,45.7
50.368,1.2299,3.8232,-178.973,1.2291,3.8321,-179.57,-0.0406,0.0219,-0.597,0.0217,140.9
53.52,0.3656,3.8306,179.566,0.3596,3.8264,179.045,-0.0408,-0.0007,-0.52,0.0249,152.1
56.679,-0.2863,3.4338,-139.378,-0.2906,3.4099,-139.518,-0.0127,-0.0246,-0.14,0.034,158.1
59.838,-0.7898,2.9144,-85.869,-0.8045,2.8911,-85.526,0.0027,-0.0185,0.343,0.0421,158.7
63.015,-0.6378,2.0581,-80.09,-0.6365,2.0467,-80.226,-0.0036,-0.0129,-0.136,0.0504,176.9
66.149,-0.5478,1.5445,-77.953,-0.5373,1.5338,-78.191,0.0041,-0.0129,-0.237,0.0413,134.2
69.301,-0.3293,1.1932,-23.231,-0.3137,1.1835,-24.026,-0.001,-0.0142,-0.796,0.0424,151.8
72.462,0.1807,0.8804,-31.19,0.2075,0.8682,-31.733,0.0185,-0.0105,-0.543,0.0389,160.6
75.613,0.5374,0.6451,-33.036,0.5559,0.6393,-33.38,0.0146,-0.0026,-0.344,0.0288,151.0
78.775,0.708,0.0543,-153.49,0.7288,0.0523,-152.83,0.0215,-0.0102,0.66,0.0304,161.6
81.928,0.3009,0.0189,-173.869,0.3213,0.0153,-173.764,0.0205,-0.0042,0.105,0.0337,152.4
85.068,0.3009,0.0189,-173.853,0.3186,0.0173,-173.946,0.0176,-0.0012,-0.093,0.0269,140.2
