elapsed_s,odom_x,odom_y,odom_h_deg,map_x,map_y,map_h_deg,corr_dx,corr_dy,corr_dtheta_deg,icp_err,cycle_ms
3.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.4
6.253,0.0,0.0,0.016,-0.0374,0.0018,-0.65,-0.0374,0.0018,-0.667,0.0596,106.9
9.329,0.0,0.0,0.022,-0.0524,0.0003,-0.709,-0.0524,0.0003,-0.731,0.0537,75.5
12.436,0.0,0.0,0.038,-0.0301,-0.0098,-0.304,-0.0301,-0.0098,-0.342,0.0222,106.8
15.534,0.65,0.0696,6.097,0.6276,0.0592,5.821,-0.0227,-0.0072,-0.276,0.0259,97.5
18.636,1.4853,0.1709,6.389,1.4709,0.1634,5.905,-0.0158,0.005,-0.484,0.0423,102.5
21.723,2.0792,-0.1697,-71.999,2.0669,-0.1641,-72.229,-0.0115,0.0139,-0.23,0.0341,86.8
24.824,2.3495,-0.9518,-69.027,2.3332,-0.9315,-69.136,-0.0145,0.0248,-0.109,0.0402,100.7
28.083,2.9745,-1.445,-31.8,2.9669,-1.4211,-32.091,-0.0003,0.039,-0.291,0.0605,259.1
31.16,3.7195,-1.9077,-30.146,3.71,-1.8813,-30.818,0.0132,0.0699,-0.672,0.0473,76.8
34.256,4.4476,-2.3383,-28.268,4.4447,-2.3207,-29.001,0.0273,0.0742,-0.733,0.0469,95.7
37.36,5.1843,-2.6639,-4.916,5.2119,-2.6429,-5.565,0.0581,0.0795,-0.649,0.0319,103.3
40.453,6.0199,-2.7866,-8.004,6.0538,-2.7638,-8.278,0.0473,0.0516,-0.275,0.0503,93.3
43.544,6.879,-2.9257,-8.174,6.9176,-2.8678,-8.653,0.0633,0.1153,-0.479,0.032,90.3
46.649,7.709,-3.0585,-8.536,7.7672,-2.9822,-9.286,0.0988,0.1768,-0.749,0.0495,104.7
49.742,8.5501,-3.2019,-6.943,8.6127,-3.1087,-7.654,0.1029,0.199,-0.71,0.05,93.3
52.846,9.3292,-3.0063,15.793,9.3994,-2.9017,15.243,0.0994,0.1939,-0.55,0.0481,104.0
55.932,9.9506,-2.7225,74.322,10.0234,-2.6239,73.773,0.0994,0.1939,-0.55,0.0481,85.0
59.045,9.4763,-2.4133,174.04,9.5418,-2.2714,173.647,0.0822,0.2069,-0.393,0.0394,112.8
62.133,8.6588,-2.4384,-177.045,8.7272,-2.2804,-177.912,0.1064,0.2888,-0.867,0.0554,88.1
65.235,7.8229,-2.4844,-176.907,7.8879,-2.3156,-177.601,0.0957,0.2634,-0.693,0.044,102.1
68.327,6.954,-2.5336,-176.413,7.0109,-2.3856,-177.079,0.0867,0.2287,-0.666,0.0315,91.5
71.435,6.1227,-2.569,-177.215,6.1698,-2.4372,-177.706,0.0693,0.1842,-0.491,0.033,108.4
74.519,5.2585,-2.5992,-177.533,5.3088,-2.4809,-178.13,0.0776,0.1729,-0.597,0.0329,83.2
77.622,4.4662,-2.6215,179.939,4.4934,-2.5231,179.7,0.0382,0.1171,-0.24,0.0494,103.0
80.719,3.8043,-2.1027,139.493,3.8284,-2.0348,139.196,0.035,0.0876,-0.298,0.0751,96.6
83.809,3.1836,-1.539,139.29,3.2019,-1.4548,139.858,0.0032,0.0526,0.568,0.064,90.5
86.913,2.5665,-0.9802,140.301,2.5519,-0.8721,140.413,-0.0166,0.1031,0.113,0.0466,103.5
89.999,2.0648,-0.3613,118.235,2.0528,-0.2572,118.344,-0.0127,0.1001,0.11,0.0379,86.1
93.109,1.684,0.3366,121.602,1.6786,0.4432,121.542,-0.0058,0.1084,-0.06,0.0391,109.4
96.199,0.986,0.2502,-152.627,0.9683,0.3568,-152.655,-0.0178,0.107,-0.028,0.026,90.3
99.309,0.4907,-0.0134,-152.375,0.4657,0.0824,-152.778,-0.025,0.0993,-0.403,0.0326,109.6
102.383,0.4907,-0.0134,-152.353,0.4608,0.078,-152.83,-0.0298,0.0955,-0.477,0.0274,73.5
105.476,0.4907,-0.0137,-152.342,0.4681,0.076,-152.972,-0.0224,0.0951,-0.631,0.0372,92.8
108.573,0.4907,-0.0137,-152.331,0.463,0.0749,-152.928,-0.0276,0.0938,-0.597,0.0296,97.0
111.662,0.4907,-0.0137,-152.314,0.4587,0.0739,-152.919,-0.0318,0.0928,-0.605,0.0261,88.3
