elapsed_s,odom_x,odom_y,odom_h_deg,map_x,map_y,map_h_deg,delta_x,delta_y,delta_h_deg
0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.217,0.0,0.0,0.0,-0.007566,-0.012944,-0.0052,-0.007566,-0.012944,-0.0052
