elapsed_s,odom_x,odom_y,odom_h_deg,map_x,map_y,map_h_deg,corr_dx,corr_dy,corr_dtheta_deg,icp_err,cycle_ms
3.16,0.0,0.0,0.0,-0.0078,-0.0098,-0.06,-0.0078,-0.0098,-0.06,0.022,147.6
6.26,0.0,0.0,0.011,-0.0108,-0.0136,-0.016,-0.0108,-0.0136,-0.027,0.0217,100.1
9.366,0.0,0.0,0.022,-0.0139,-0.0155,-0.081,-0.0139,-0.0155,-0.103,0.0212,106.2
12.478,0.0,0.0,0.033,-0.0121,-0.0178,-0.11,-0.0121,-0.0178,-0.143,0.0239,111.6
15.588,0.2435,0.0525,17.974,0.2284,0.0336,17.503,-0.0156,-0.0169,-0.471,0.0287,109.5
18.687,1.0333,0.2991,16.578,1.0258,0.2895,16.337,-0.0088,-0.0052,-0.242,0.0268,99.3
21.798,1.832,0.5273,15.59,1.8193,0.5269,15.143,-0.0168,0.0139,-0.447,0.0333,110.4
24.909,2.262,1.1536,61.666,2.2471,1.1763,61.537,-0.0174,0.0278,-0.129,0.0211,110.6
28.019,2.7554,1.7142,1.324,2.7362,1.7417,1.23,-0.0221,0.032,-0.093,0.0172,109.5
31.13,3.5928,1.709,0.862,3.5742,1.7447,0.695,-0.0236,0.0462,-0.168,0.0131,111.5
34.233,4.3234,1.8842,53.366,4.307,1.931,52.902,-0.0316,0.082,-0.464,0.0198,102.4
37.366,4.8474,2.5531,50.076,4.8475,2.5915,49.274,-0.0351,0.1065,-0.802,0.063,133.1
40.468,5.502,2.8369,1.005,5.5028,2.8676,0.846,-0.0071,0.046,-0.16,0.0547,101.4
43.573,6.3675,2.858,2.384,6.3763,2.8789,2.081,-0.0062,0.0546,-0.303,0.0369,104.7
46.68,6.8112,2.4188,-93.115,6.8329,2.4376,-93.383,0.0104,0.0508,-0.269,0.0276,107.6
49.802,6.7874,1.5976,-91.439,6.8218,1.6169,-91.63,0.0291,0.0419,-0.191,0.0201,121.4
52.919,6.7633,0.7474,-91.472,6.8394,0.7812,-91.905,0.0707,0.085,-0.433,0.0601,116.4
56.028,6.7371,-0.0754,-91.604,6.807,-0.0413,-92.037,0.0707,0.085,-0.433,0.0601,108.8
59.12,6.7133,-0.9283,-91.313,6.7838,-0.9266,-91.937,0.0811,0.0748,-0.624,0.0473,91.6
62.276,6.6965,-1.7831,-90.505,6.7696,-1.7907,-91.466,0.1039,0.1045,-0.96,0.0323,156.1
65.359,6.687,-2.5891,-89.105,6.7555,-2.5981,-89.974,0.1085,0.0922,-0.87,0.0296,82.9
68.474,6.1044,-2.8522,170.217,6.1732,-2.8757,169.601,0.0997,0.0419,-0.616,0.0326,114.9
71.568,5.2853,-2.7036,170.727,5.3492,-2.742,170.052,0.0961,0.0236,-0.675,0.0359,93.9
74.675,4.5212,-2.4994,145.239,4.5615,-2.5517,144.6,0.0685,-0.002,-0.639,0.0551,107.0
77.805,3.8239,-1.9922,146.25,3.8538,-2.0535,144.91,0.0776,0.0276,-1.34,0.0651,129.7
80.918,3.1366,-1.5167,146.854,3.1475,-1.5677,144.737,0.0691,0.0638,-2.117,0.0512,112.4
84.026,2.4445,-1.0461,149.112,2.4651,-1.0876,148.269,0.0363,-0.0056,-0.843,0.0306,108.1
87.132,2.1768,-0.3043,103.205,2.1946,-0.3496,102.793,0.02,-0.0297,-0.413,0.0292,106.1
90.252,1.8381,0.3046,178.956,1.8544,0.2459,178.687,0.0149,-0.05,-0.269,0.0366,119.2
93.348,0.9949,0.2246,-174.798,1.0115,0.1556,-175.148,0.0153,-0.0629,-0.35,0.029,95.5
96.452,0.2722,0.1709,-176.924,0.2865,0.0969,-177.616,0.0123,-0.0707,-0.693,0.0358,104.2
99.557,0.2682,0.1709,-176.852,0.2782,0.096,-177.617,0.0077,-0.0713,-0.765,0.0369,105.1
102.672,0.2679,0.1709,-176.836,0.278,0.0957,-177.74,0.0074,-0.0709,-0.904,0.0412,114.7
