elapsed_s,odom_x,odom_y,odom_h_deg,map_x,map_y,map_h_deg,delta_x,delta_y,delta_h_deg
34.388,0,0,0,0,0,0,0,0,0
34.479,0,0,0,0,0,0,0,0,0
34.483,0,0,0,0,0,0,0,0,0
34.579,0,0,0,0,0,0,0,0,0
34.585,0,0,0,0,0,0,0,0,0
34.69,0,0,0,0,0,0,0,0,0
34.693,0,0,0,0,0,0,0,0,0
34.786,0,0,0,0,0,0,0,0,0
34.791,0,0,0,0,0,0,0,0,0
34.884,0,0,0,0,0,0,0,0,0
34.89,0,0,0,0,0,0,0,0,0
34.994,0,0,0,0,0,0,0,0,0
35.005,0,0,0,0,0,0,0,0,0
35.086,0,0,0,0,0,0,0,0,0
35.095,0,0,0,0,0,0,0,0,0
35.2,0,0,0,0,0,0,0,0,0
35.216,0,0,0,0,0,0,0,0,0
35.315,0,0,0,0,0,0,0,0,0
35.32,0,0,0,0,0,0,0,0,0
35.392,0,0,0,0,0,0,0,0,0
35.402,0,0,0,0,0,0,0,0,0
35.51,0,0,0,0,0,0,0,0,0
35.519,0,0,0,0,0,0,0,0,0
35.598,0,0,0,0,0,0,0,0,0
35.608,0,0,0,0,0,0,0,0,0
35.7,0,0,0,0,0,0,0,0,0
35.707,0,0,0,0,0,0,0,0,0
35.806,0,0,0,0,0,0,0,0,0
35.813,0,0,0,0,0,0,0,0,0
35.913,0,0,0,0,0,0,0,0,0
35.917,0,0,0,0,0,0,0,0,0
36.021,0,0,0,0,0,0,0,0,0
36.032,0,0,0,0,0,0,0,0,0
36.11,0,0,0,0,0,0,0,0,0
36.119,0,0,0,0,0,0,0,0,0
36.22,0,0,-0.0055,0,0,0,0,0,0.0055
36.232,0,0,-0.0055,0,0,-0.0055,0,0,0
36.324,0,0,-0.0055,0,0,-0.0055,0,0,0
36.333,0,0,-0.0055,0,0,-0.0055,0,0,0
36.426,0,0,-0.0055,0,0,-0.0055,0,0,0
36.441,0,0,-0.0055,0,0,-0.0055,0,0,0
36.512,0,0,-0.0055,0,0,-0.0055,0,0,0
36.527,0,0,-0.0055,0,0,-0.0055,0,0,0
36.624,0,0,-0.0055,0,0,-0.0055,0,0,0
36.632,0,0,-0.0055,0,0,-0.0055,0,0,0
36.714,0,0,-0.0055,0,0,-0.0055,0,0,0
36.717,0,0,-0.0055,0,0,-0.0055,0,0,0
36.821,0,0,-0.0055,0,0,-0.0055,0,0,0
36.843,0,0,-0.0055,0,0,-0.0055,0,0,0
36.918,0,0,-0.0055,0,0,-0.0055,0,0,0
36.921,0,0,-0.0055,0,0,-0.0055,0,0,0
37.021,0,0,-0.0055,0,0,-0.0055,0,0,0
37.034,0,0,-0.0055,0,0,-0.0055,0,0,0
37.124,0,0,-0.0055,0,0,-0.0055,0,0,0
37.137,0,0,-0.0055,0,0,-0.0055,0,0,0
37.223,0,0,-0.0055,0,0,-0.0055,0,0,0
37.227,0,0,-0.0055,0,0,-0.0055,0,0,0
37.328,0,0,-0.0055,0,0,-0.0055,0,0,0
37.335,0,0,-0.0055,0,0,-0.0055,0,0,0
37.428,0,0,-0.0055,0,0,-0.0055,0,0,0
37.451,0,0,-0.0055,0,0,-0.0055,0,0,0
37.529,0,0,-0.0055,0,0,-0.0055,0,0,0
37.533,0,0,-0.0055,0,0,-0.0055,0,0,0
37.639,0,0,-0.0055,0,0,-0.0055,0,0,0
37.673,0,0,-0.0055,0,0,-0.0055,0,0,0
37.732,0,0,-0.0055,0,0,-0.0055,0,0,0
37.735,0,0,-0.0055,0,0,-0.0055,0,0,0
37.834,0,0,-0.0055,0,0,-0.0055,0,0,0
37.837,0,0,-0.0055,0,0,-0.0055,0,0,0
37.936,0,0,-0.0055,0,0,-0.0055,0,0,0
37.94,0,0,-0.0055,0,0,-0.0055,0,0,0
38.039,0,0,-0.0055,0,0,-0.0055,0,0,0
38.042,0,0,-0.0055,0,0,-0.0055,0,0,0
38.184,0,0,-0.0055,0,0,-0.0055,0,0,0
38.187,0,0,-0.0055,0,0,-0.0055,0,0,0
38.243,0,0,-0.011,0,0,-0.0055,0,0,0.0055
38.272,0,0,-0.011,0,0,-0.011,0,0,0
38.342,0,0,-0.011,0,0,-0.011,0,0,0
38.347,0,0,-0.011,0,0,-0.011,0,0,0
38.446,0,0,-0.011,0,0,-0.011,0,0,0
38.469,0,0,-0.011,0,0,-0.011,0,0,0
38.547,0,0,-0.011,0,0,-0.011,0,0,0
38.551,0,0,-0.011,0,0,-0.011,0,0,0
38.649,0,0,-0.011,0,0,-0.011,0,0,0
38.654,0,0,-0.011,0,0,-0.011,0,0,0
38.75,0,0,-0.011,0,0,-0.011,0,0,0
38.755,0,0,-0.011,0,0,-0.011,0,0,0
38.853,0,0,-0.011,0,0,-0.011,0,0,0
38.857,0,0,-0.011,0,0,-0.011,0,0,0
38.962,0,0,-0.011,0,0,-0.011,0,0,0
38.989,0,0,-0.011,0,0,-0.011,0,0,0
39.056,0,0,-0.011,0,0,-0.011,0,0,0
39.06,0,0,-0.011,0,0,-0.011,0,0,0
39.162,0,0,-0.011,0,0,-0.011,0,0,0
39.166,0,0,-0.011,0,0,-0.011,0,0,0
39.261,0,0,-0.011,0,0,-0.011,0,0,0
39.264,0,0,-0.011,0,0,-0.011,0,0,0
39.361,0,0,-0.011,0,0,-0.011,0,0,0
39.364,0,0,-0.011,0,0,-0.011,0,0,0
39.465,0,0,-0.011,0,0,-0.011,0,0,0
39.468,0,0,-0.011,0,0,-0.011,0,0,0
39.57,0,0,-0.011,0,0,-0.011,0,0,0
39.602,0,0,-0.011,0,0,-0.011,0,0,0
39.667,0,0,-0.011,0,0,-0.011,0,0,0
39.67,0,0,-0.011,0,0,-0.011,0,0,0
39.771,0,0,-0.011,0,0,-0.011,0,0,0
39.776,0,0,-0.011,0,0,-0.011,0,0,0
39.872,0,0,-0.0165,0,0,-0.011,0,0,0.0055
39.875,0,0,-0.0165,0,0,-0.0165,0,0,0
39.977,0,0,-0.0165,0,0,-0.0165,0,0,0
39.981,0,0,-0.0165,0,0,-0.0165,0,0,0
40.074,0,0,-0.0165,0,0,-0.0165,0,0,0
40.079,0,0,-0.0165,0,0,-0.0165,0,0,0
40.176,0,0,-0.0165,0,0,-0.0165,0,0,0
40.181,0,0,-0.0165,0,0,-0.0165,0,0,0
40.277,0,0,-0.0165,0,0,-0.0165,0,0,0
40.28,0,0,-0.0165,0,0,-0.0165,0,0,0
40.382,0,0,-0.0165,0,0,-0.0165,0,0,0
40.397,0,0,-0.0165,0,0,-0.0165,0,0,0
40.482,0,0,-0.0165,0,0,-0.0165,0,0,0
40.486,0,0,-0.0165,0,0,-0.0165,0,0,0
40.587,0,0,-0.0165,0,0,-0.0165,0,0,0
40.59,0,0,-0.0165,0,0,-0.0165,0,0,0
40.686,0,0,-0.0165,0,0,-0.0165,0,0,0
40.698,0,0,-0.0165,0,0,-0.0165,0,0,0
40.791,0,0,-0.0165,0,0,-0.0165,0,0,0
40.803,0,0,-0.0165,0,0,-0.0165,0,0,0
40.89,0,0,-0.0165,0,0,-0.0165,0,0,0
40.894,0,0,-0.0165,0,0,-0.0165,0,0,0
40.99,0,0,-0.011,0,0,-0.0165,0,0,-0.0055
40.992,0,0,-0.011,0,0,-0.011,0,0,0
41.092,0.013123,0,0.9833,0,0,-0.011,-0.013123,0,-0.9943
41.099,0.013123,0,0.9833,0.013123,0,0.9833,0,0,0
41.193,0.038757,0.00061,3.3508,0.013123,0,0.9833,-0.025634,-0.00061,-2.3676
41.197,0.038757,0.00061,3.3508,0.038757,0.00061,3.3508,0,0,0
41.295,0.066223,0.003052,5.8832,0.038757,0.00061,3.3508,-0.027466,-0.002442,-2.5323
41.299,0.066223,0.003052,5.8832,0.066223,0.003052,5.8832,0,0,0
41.4,0.093689,0.006409,8.0695,0.066223,0.003052,5.8832,-0.027466,-0.003357,-2.1863
41.407,0.093689,0.006409,8.0695,0.093689,0.006409,8.0694,0,0,0
41.498,0.121765,0.010986,9.4098,0.093689,0.006409,8.0694,-0.028076,-0.004577,-1.3404
41.5,0.121765,0.010986,9.4098,0.121765,0.010986,9.4098,0,0,0
41.599,0.149536,0.015869,10.2777,0.121765,0.010986,9.4098,-0.027771,-0.004883,-0.8679
41.602,0.149536,0.015869,10.2777,0.149536,0.015869,10.2777,0,0,0
41.706,0.177917,0.021362,10.9424,0.149536,0.015869,10.2777,-0.028381,-0.005493,-0.6647
41.713,0.177917,0.021362,10.9424,0.177917,0.021362,10.9423,0,0,0
41.803,0.205994,0.026855,11.261,0.177917,0.021362,10.9423,-0.028077,-0.005493,-0.3186
41.807,0.205994,0.026855,11.261,0.205994,0.026855,11.261,0,0,0
41.92,0.23407,0.032654,11.1456,0.205994,0.026855,11.261,-0.028076,-0.005799,0.1153
41.924,0.23407,0.032654,11.1456,0.23407,0.032654,11.1456,0,0,0
42.007,0.262146,0.038452,11.0138,0.23407,0.032654,11.1456,-0.028076,-0.005798,0.1318
42.011,0.262146,0.038452,11.0138,0.262146,0.038452,11.0138,0,0,0
42.109,0.290222,0.043945,10.871,0.262146,0.038452,11.0138,-0.028076,-0.005493,0.1428
42.114,0.290222,0.043945,10.871,0.290222,0.043945,10.871,0,0,0
42.211,0.318604,0.049744,10.7062,0.290222,0.043945,10.871,-0.028382,-0.005799,0.1648
42.214,0.318604,0.049744,10.7062,0.318604,0.049744,10.7062,0,0,0
42.314,0.346375,0.055237,10.6897,0.318604,0.049744,10.7062,-0.027771,-0.005493,0.0165
42.319,0.346375,0.055237,10.6897,0.346375,0.055237,10.6897,0,0,0
42.418,0.37384,0.06073,10.7226,0.346375,0.055237,10.6897,-0.027465,-0.005493,-0.033
42.421,0.37384,0.06073,10.7226,0.37384,0.06073,10.7226,0,0,0
42.52,0.401611,0.066223,10.805,0.37384,0.06073,10.7226,-0.027771,-0.005493,-0.0824
42.523,0.401611,0.066223,10.805,0.401611,0.066223,10.8051,0,0,0
42.618,0.429382,0.071716,10.827,0.401611,0.066223,10.8051,-0.027771,-0.005493,-0.0219
42.622,0.429382,0.071716,10.827,0.429382,0.071716,10.827,0,0,0
42.72,0.457153,0.077515,10.7446,0.429382,0.071716,10.827,-0.027771,-0.005799,0.0824
42.728,0.457153,0.077515,10.7446,0.457153,0.077515,10.7446,0,0,0
42.822,0.48584,0.083313,10.7172,0.457153,0.077515,10.7446,-0.028687,-0.005798,0.0275
42.825,0.48584,0.083313,10.7172,0.48584,0.083313,10.7172,0,0,0
42.924,0.513611,0.088806,10.6897,0.48584,0.083313,10.7172,-0.027771,-0.005493,0.0275
42.928,0.513611,0.088806,10.6897,0.513611,0.088806,10.6897,0,0,0
43.028,0.541382,0.094299,10.6128,0.513611,0.088806,10.6897,-0.027771,-0.005493,0.0769
43.032,0.541382,0.094299,10.6128,0.541382,0.094299,10.6128,0,0,0
43.129,0.568848,0.099792,10.4645,0.541382,0.094299,10.6128,-0.027466,-0.005493,0.1483
43.132,0.568848,0.099792,10.4645,0.568848,0.099792,10.4644,0,0,0
43.232,0.595703,0.10498,10.404,0.568848,0.099792,10.4644,-0.026855,-0.005188,0.0604
43.234,0.595703,0.10498,10.404,0.595703,0.10498,10.4041,0,0,0
43.333,0.623474,0.110168,10.426,0.595703,0.10498,10.4041,-0.027771,-0.005188,-0.022
43.337,0.623474,0.110168,10.426,0.623474,0.110168,10.426,0,0,0
43.432,0.650635,0.115662,10.3107,0.623474,0.110168,10.426,-0.027161,-0.005494,0.1153
43.436,0.650635,0.115662,10.3107,0.650635,0.115662,10.3107,0,0,0
43.539,0.677795,0.121155,10.3601,0.650635,0.115662,10.3107,-0.02716,-0.005493,-0.0494
43.542,0.677795,0.121155,10.3601,0.677795,0.121155,10.3601,0,0,0
43.638,0.705261,0.126648,10.4864,0.677795,0.121155,10.3601,-0.027466,-0.005493,-0.1263
43.642,0.705261,0.126648,10.4864,0.705261,0.126648,10.4864,0,0,0
43.736,0.732422,0.132446,10.4919,0.705261,0.126648,10.4864,-0.027161,-0.005798,-0.0055
43.74,0.732422,0.132446,10.4919,0.732422,0.132446,10.4919,0,0,0
43.839,0.759888,0.137634,10.6567,0.732422,0.132446,10.4919,-0.027466,-0.005188,-0.1648
43.843,0.759888,0.137634,10.6567,0.759888,0.137634,10.6567,0,0,0
43.939,0.786743,0.143127,10.7172,0.759888,0.137634,10.6567,-0.026855,-0.005493,-0.0604
43.982,0.786743,0.143127,10.7172,0.786743,0.143127,10.7172,0,0,0
44.041,0.813599,0.148621,10.7721,0.786743,0.143127,10.7172,-0.026856,-0.005494,-0.0549
44.045,0.813599,0.148621,10.7721,0.813599,0.148621,10.7721,0,0,0
44.144,0.841064,0.154419,10.827,0.813599,0.148621,10.7721,-0.027465,-0.005798,-0.055
44.148,0.841064,0.154419,10.827,0.841064,0.154419,10.827,0,0,0
44.247,0.868835,0.160217,10.6622,0.841064,0.154419,10.827,-0.027771,-0.005798,0.1648
44.251,0.868835,0.160217,10.6622,0.868835,0.160217,10.6622,0,0,0
44.348,0.896301,0.166016,10.6512,0.868835,0.160217,10.6622,-0.027466,-0.005799,0.011
44.361,0.896301,0.166016,10.6512,0.896301,0.166016,10.6512,0,0,0
44.449,0.923767,0.171509,10.4315,0.896301,0.166016,10.6512,-0.027466,-0.005493,0.2197
44.454,0.923767,0.171509,10.4315,0.923767,0.171509,10.4315,0,0,0
44.577,0.951843,0.177307,10.3821,0.923767,0.171509,10.4315,-0.028076,-0.005798,0.0494
44.586,0.951843,0.177307,10.3821,0.951843,0.177307,10.3821,0,0,0
44.658,0.979309,0.182495,10.2612,0.951843,0.177307,10.3821,-0.027466,-0.005188,0.1208
44.66,0.979309,0.182495,10.2612,0.979309,0.182495,10.2612,0,0,0
44.756,1.00769,0.187988,10.2447,0.979309,0.182495,10.2612,-0.028381,-0.005493,0.0165
44.76,1.00769,0.187988,10.2447,1.00769,0.187988,10.2447,0,0,0
44.857,1.035461,0.193176,10.1514,1.00769,0.187988,10.2447,-0.027771,-0.005188,0.0934
44.866,1.035461,0.193176,10.1514,1.035461,0.193176,10.1514,0,0,0
44.96,1.063538,0.198364,9.9866,1.035461,0.193176,10.1514,-0.028077,-0.005188,0.1648
