elapsed_s,odom_x,odom_y,odom_h_deg,map_x,map_y,map_h_deg,corr_dx,corr_dy,corr_dtheta_deg,icp_err,cycle_ms
90.353,6.6592,-1.2613,93.642,6.7422,-1.2679,92.647,0.1059,0.1087,-0.994,0.0218,130.0
93.459,6.6028,-0.4462,94.103,6.7197,-0.4231,92.638,0.1305,0.1918,-1.466,0.0337,105.3
96.574,6.5335,0.3964,95.24,6.6788,0.4373,93.574,0.1365,0.2309,-1.666,0.055,115.5
99.864,6.4578,1.2524,96.24,6.5654,1.2975,95.166,0.0852,0.1663,-1.074,0.0287,289.8
102.908,6.3986,2.0718,94.01,6.4805,2.1109,93.194,0.053,0.1305,-0.816,0.0339,43.4
106.016,6.3647,2.9199,92.56,6.4324,2.967,92.106,0.0447,0.0976,-0.453,0.0321,108.2
109.125,6.3431,3.7344,91.78,6.3936,3.8039,91.513,0.0332,0.0991,-0.267,0.0315,108.9
112.236,6.0938,4.4434,128.298,6.1255,4.512,127.969,0.0063,0.1038,-0.329,0.0305,110.1
115.348,5.5502,4.8917,-163.421,5.5612,4.9638,-163.195,0.0304,0.0502,0.227,0.0302,111.8
118.446,5.054,4.2462,-125.497,5.042,4.315,-125.71,-0.0278,0.0876,-0.213,0.0288,97.8
121.564,4.9857,3.5068,-88.132,4.974,3.5557,-88.294,-0.0216,0.063,-0.162,0.0343,117.7
124.689,4.9564,2.7289,-123.497,4.9471,2.7764,-123.98,-0.0321,0.0894,-0.483,0.0498,125.4
127.778,4.5114,2.1429,-129.584,4.4782,2.2,-130.646,-0.0722,0.141,-1.062,0.0194,88.5
130.886,3.8937,1.7877,-172.941,3.8598,1.8567,-173.896,-0.0631,0.1342,-0.955,0.0139,108.0
134.001,3.0539,1.6669,-173.216,3.0171,1.745,-173.853,-0.0551,0.1122,-0.637,0.0178,115.0
137.096,2.4258,1.3715,-130.627,2.3747,1.4534,-131.031,-0.0607,0.099,-0.403,0.0183,94.5
140.206,1.8637,0.7516,-133.962,1.8149,0.8418,-134.458,-0.0553,0.1063,-0.497,0.0314,109.2
143.325,1.3205,0.1669,-134.648,1.2644,0.2447,-135.588,-0.0587,0.0994,-0.939,0.0366,119.7
146.408,0.5896,0.0043,-173.227,0.5275,0.0818,-173.97,-0.0621,0.0852,-0.744,0.028,82.4
149.529,0.2954,-0.0336,-135.796,0.2278,0.0333,-136.716,-0.0671,0.0716,-0.92,0.0269,120.6
