elapsed_s,odom_x,odom_y,odom_h_deg,map_x,map_y,map_h_deg,corr_dx,corr_dy,corr_dtheta_deg,icp_err,cycle_ms
3.092,0.0,0.0,0.0,-0.0074,-0.0089,-0.005,-0.0074,-0.0089,-0.005,0.0235,61.3
6.146,0.0,0.0,-0.005,-0.0103,-0.0139,-0.007,-0.0103,-0.0139,-0.001,0.0267,54.0
9.211,0.0,0.0,0.0,-0.0108,-0.0155,-0.027,-0.0108,-0.0155,-0.027,0.028,65.3
12.272,0.5533,0.1654,15.842,0.5451,0.1574,15.753,-0.0084,-0.0071,-0.089,0.0347,60.5
15.331,1.3351,0.4025,15.507,1.3303,0.4024,15.066,-0.0079,0.0102,-0.442,0.0413,58.9
18.364,1.9202,0.8066,51.817,1.9156,0.8212,51.279,-0.0121,0.0327,-0.538,0.0311,33.0
21.432,2.4203,1.4536,51.009,2.4102,1.4848,50.78,-0.0159,0.041,-0.229,0.0158,67.8
24.472,3.0615,1.7926,5.109,3.0477,1.8273,5.015,-0.0167,0.0398,-0.094,0.0154,39.3
27.526,3.8937,1.8753,5.746,3.8847,1.917,5.821,-0.0065,0.0366,0.075,0.0135,54.1
30.577,4.4467,2.1259,40.891,4.4277,2.1777,40.439,-0.0356,0.087,-0.452,0.0205,50.3
33.75,5.0525,2.7484,43.55,5.0549,2.7912,42.929,-0.0271,0.0977,-0.621,0.067,172.7
36.807,5.6454,3.266,39.847,5.6527,3.3012,39.933,0.0121,0.0268,0.086,0.029,57.5
39.861,6.2744,3.7836,37.969,6.2901,3.8361,38.185,0.0299,0.0289,0.216,0.0275,53.8
42.893,6.2598,4.3643,141.257,6.2686,4.426,141.138,-0.0002,0.0746,-0.118,0.0275,30.8
45.961,5.6873,4.8773,158.906,5.6861,4.9395,159.437,0.0442,0.0097,0.531,0.03,68.1
49.127,5.1447,4.3228,-119.877,5.1183,4.3788,-119.681,-0.0114,0.0384,0.197,0.0318,165.8
52.22,4.7781,3.5974,-117.669,4.7584,3.6436,-117.674,-0.0201,0.0466,-0.005,0.0406,93.0
55.354,4.126,3.4717,163.916,4.1143,3.5039,163.172,-0.0564,0.0861,-0.744,0.057,134.0
58.394,3.3191,3.7137,164.872,3.3172,3.7321,163.436,-0.0939,0.1028,-1.436,0.0413,39.1
61.431,2.5464,3.8095,179.297,2.5684,3.8166,178.211,-0.0497,0.056,-1.086,0.0305,37.3
64.478,1.7261,3.8281,178.341,1.7386,3.8333,177.632,-0.0347,0.0268,-0.709,0.0175,46.5
67.525,0.8939,3.8574,178.313,0.8934,3.8532,177.871,-0.0302,0.0028,-0.443,0.0224,46.7
70.547,0.1343,3.8403,-145.201,0.1336,3.8238,-145.563,-0.025,-0.0156,-0.362,0.0295,21.4
73.602,-0.4117,3.2184,-132.852,-0.4254,3.1789,-133.15,-0.0304,-0.0416,-0.298,0.0332,55.4
76.638,-0.7349,2.597,-88.846,-0.7602,2.561,-89.146,-0.0389,-0.0399,-0.3,0.0414,35.9
79.718,-0.7632,1.7679,-92.126,-0.7655,1.7383,-92.548,-0.0153,-0.0352,-0.422,0.0558,79.0
82.885,-0.3833,1.1789,-26.675,-0.3798,1.1493,-27.368,-0.0108,-0.0341,-0.693,0.0376,166.6
86.013,0.3851,0.7733,-26.312,0.3903,0.7481,-26.726,-0.0004,-0.0224,-0.414,0.0276,128.1
89.066,1.1304,0.3806,-26.032,1.1322,0.3592,-26.879,-0.0037,-0.0046,-0.847,0.0378,52.8
92.24,1.908,-0.0082,-24.34,1.9075,-0.0221,-24.89,-0.0003,0.0044,-0.55,0.025,174.5
95.271,2.3251,-0.6183,-66.665,2.3162,-0.6312,-67.348,-0.0014,0.0147,-0.683,0.0231,30.5
98.313,2.6477,-1.3895,-65.22,2.6411,-1.397,-65.624,0.0033,0.0111,-0.404,0.0231,41.1
101.51,2.3462,-2.0645,-127.496,2.3511,-2.0513,-128.018,0.0238,0.0345,-0.522,0.0594,197.2
104.651,1.8484,-2.7155,-130.528,1.8473,-2.6899,-131.445,0.0425,0.0548,-0.917,0.0673,141.0
107.697,1.7834,-3.4659,-89.094,1.7826,-3.4548,-89.788,0.0413,0.0324,-0.694,0.0624,45.5
110.872,1.7981,-4.3509,-88.879,1.8087,-4.3508,-89.664,0.0704,0.0243,-0.785,0.0573,174.7
114.032,1.7276,-5.1236,-132.825,1.7371,-5.1412,-132.36,-0.032,-0.0318,0.465,0.063,159.8
117.087,1.1777,-4.8596,89.676,1.1833,-4.8783,90.623,-0.0745,-0.0389,0.948,0.0546,55.6
120.235,1.3568,-4.0305,78.272,1.3536,-4.0223,78.3,-0.0051,0.0075,0.028,0.0664,147.8
123.402,1.524,-3.2587,60.485,1.5244,-3.2236,60.969,-0.0271,0.0221,0.484,0.0685,166.3
