elapsed_s,odom_x,odom_y,odom_h_deg,map_x,map_y,map_h_deg,delta_x,delta_y,delta_h_deg
0.203,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.296,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.313,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.385,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.435,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.484,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.487,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.588,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.608,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.686,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.691,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.809,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.813,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.948,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.951,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.991,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
0.994,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.093,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.101,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.196,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.198,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.307,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.329,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.398,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.402,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.499,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.502,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.602,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.613,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.702,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.707,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.809,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.812,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.911,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
1.919,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
2.041,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
2.05,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
2.109,0.0,0.0,0.0,-0.00608,-0.015828,-0.0576,-0.00608,-0.015828,-0.0576
2.116,0.0,0.0,0.0,-0.011231,-0.021129,0.0099,-0.011231,-0.021129,0.0099
2.212,0.0,0.0,0.0,-0.011231,-0.021129,0.0099,-0.011231,-0.021129,0.0099
2.219,0.0,0.0,0.0,-0.011231,-0.021129,0.0099,-0.011231,-0.021129,0.0099
2.315,0.0,0.0,0.0,-0.011231,-0.021129,0.0099,-0.011231,-0.021129,0.0099
