elapsed_s,odom_x,odom_y,odom_h_deg,map_x,map_y,map_h_deg,corr_dx,corr_dy,corr_dtheta_deg,icp_err,cycle_ms
3.184,0.0,0.0,0.0,-0.0063,-0.0105,-0.054,-0.0063,-0.0105,-0.054,0.0266,156.0
6.278,0.0,0.0,-0.011,-0.0087,-0.0131,-0.102,-0.0087,-0.0131,-0.091,0.0269,92.9
9.358,0.0,0.0,-0.016,-0.0093,-0.0135,-0.175,-0.0093,-0.0135,-0.159,0.0277,79.9
12.44,0.5154,0.134,12.816,0.5045,0.1259,12.742,-0.0111,-0.0074,-0.074,0.032,82.2
15.62,1.3519,0.3415,13.321,1.3439,0.3406,12.939,-0.0102,0.0082,-0.382,0.0391,179.3
18.697,1.9949,0.6824,61.979,1.9908,0.6972,61.882,-0.0053,0.0182,-0.098,0.0276,76.8
21.747,2.4133,1.3977,58.156,2.3973,1.43,58.257,-0.0135,0.0281,0.101,0.0149,49.6
24.826,3.0249,1.7862,3.197,2.999,1.8246,3.049,-0.0306,0.0463,-0.148,0.0156,79.3
27.886,3.8654,1.8668,5.779,3.8459,1.9114,5.769,-0.0198,0.0453,-0.01,0.0131,59.9
30.964,4.4135,2.0868,40.166,4.3989,2.1424,39.903,-0.0241,0.0759,-0.263,0.0223,77.2
34.044,4.9399,2.6447,62.029,4.934,2.685,61.561,-0.0273,0.0807,-0.467,0.0492,80.0
37.086,5.0296,3.4622,83.474,5.0244,3.512,83.334,-0.0137,0.0621,-0.14,0.0378,42.4
40.142,5.1462,4.3167,82.112,5.1215,4.3706,81.955,-0.0365,0.068,-0.157,0.0212,55.3
43.222,5.2618,5.0858,82.024,5.2142,5.1619,82.362,-0.0176,0.0452,0.338,0.0295,80.0
46.292,5.8365,5.0778,-45.522,5.8014,5.1661,-45.363,-0.021,0.0721,0.159,0.0253,69.5
49.358,6.265,4.4675,-104.744,6.2457,4.5643,-104.189,0.0243,0.0364,0.555,0.036,65.5
52.414,5.8539,4.0939,-170.315,5.8348,4.1818,-169.885,0.0118,0.0439,0.431,0.0261,55.7
55.477,5.3281,4.3225,156.341,5.2976,4.4037,156.614,-0.0098,0.0558,0.273,0.022,63.3
58.55,4.8288,4.3048,-77.102,4.7804,4.3798,-77.413,-0.0717,0.1013,-0.311,0.0318,72.1
61.609,5.2151,4.0076,-31.789,5.1698,4.0772,-31.822,-0.0477,0.0726,-0.033,0.0346,59.7
64.677,5.3738,4.23,55.926,5.3405,4.3,56.072,-0.0225,0.0562,0.146,0.0204,67.3
67.767,5.9055,4.7989,-1.664,5.8873,4.8792,-0.782,0.0564,-0.0101,0.882,0.038,89.8
70.816,6.0904,4.3735,-128.699,6.0855,4.4578,-128.155,0.0369,0.0267,0.544,0.0268,48.6
73.889,6.0904,4.3735,-128.716,6.0872,4.4575,-128.293,0.0292,0.0393,0.422,0.0277,73.1
