elapsed_s,odom_x,odom_y,odom_h_deg,map_x,map_y,map_h_deg,corr_dx,corr_dy,corr_dtheta_deg,icp_err,cycle_ms
3.138,0.0,0.0,0.0,-0.0072,-0.01,-0.01,-0.0072,-0.01,-0.01,0.0236,131.9
6.23,0.0,0.0,-0.011,-0.01,-0.0141,-0.07,-0.01,-0.0141,-0.059,0.0233,91.6
9.337,0.6186,-0.0131,-1.873,0.6031,-0.0204,-2.054,-0.0154,-0.0054,-0.181,0.0334,106.5
12.449,1.4902,-0.0354,-1.005,1.4642,-0.0377,-1.626,-0.0255,0.0138,-0.62,0.0437,111.7
15.558,2.1063,-0.2411,-70.087,2.0866,-0.2364,-70.671,-0.0172,0.0262,-0.584,0.0305,108.7
18.658,2.3016,-1.08,-75.465,2.2769,-1.0812,-76.287,-0.009,0.0317,-0.822,0.0339,100.5
21.767,2.2626,-1.8082,-127.513,2.2376,-1.8097,-128.161,-0.0044,0.0239,-0.648,0.0331,108.3
24.887,1.813,-2.486,-124.014,1.8126,-2.4528,-125.146,0.0491,0.0685,-1.132,0.0724,119.6
27.97,1.7453,-2.5931,-123.909,1.7548,-2.5446,-125.152,0.0662,0.0857,-1.243,0.071,83.3
31.074,1.4902,-3.3319,-104.689,1.4874,-3.2813,-105.193,0.0267,0.0636,-0.504,0.0687,103.9
34.193,1.2753,-4.126,-105.743,1.2714,-4.1004,-106.051,0.0182,0.0324,-0.308,0.0668,118.9
37.281,1.0461,-4.9478,-106.117,1.0472,-4.9469,-106.558,0.0392,0.0088,-0.442,0.0542,87.0
40.393,1.268,-5.5154,3.082,1.2845,-5.5238,3.087,0.016,-0.0084,0.005,0.0527,112.2
43.486,1.618,-4.8911,78.865,1.6362,-4.8985,78.822,0.0219,-0.0062,-0.044,0.0598,92.9
46.611,1.7725,-4.0793,79.272,1.7941,-4.066,79.419,0.0112,0.0087,0.147,0.0628,124.5
49.718,1.9278,-3.2388,79.744,1.9431,-3.203,79.37,0.0365,0.0484,-0.374,0.0678,107.3
52.813,2.1573,-2.4738,54.454,2.1723,-2.4515,54.135,0.0288,0.0342,-0.319,0.0378,94.3
55.928,2.5427,-1.817,54.954,2.534,-1.8255,53.919,0.0245,0.0371,-1.035,0.0403,114.8
59.036,2.6999,-1.123,119.718,2.6922,-1.119,119.16,0.0034,0.0303,-0.558,0.0282,107.5
62.134,2.3309,-0.3738,117.499,2.3127,-0.355,116.895,-0.0141,0.0434,-0.604,0.0308,97.6
65.241,1.9312,0.3223,150.584,1.9364,0.3443,149.426,-0.0009,0.0611,-1.158,0.05,106.9
68.352,1.1365,0.2075,-167.618,1.1264,0.2276,-168.314,-0.0125,0.0339,-0.696,0.0352,111.4
71.454,0.3366,0.0458,-168.981,0.3205,0.0577,-169.7,-0.0166,0.0162,-0.72,0.0379,101.1
