elapsed_s,odom_x,odom_y,odom_h_deg,map_x,map_y,map_h_deg,corr_dx,corr_dy,corr_dtheta_deg,icp_err,cycle_ms
3.097,0.0,0.0,0.016,-0.0098,-0.0051,-0.128,-0.0098,-0.0051,-0.145,0.032,91.3
6.172,0.0,0.0,0.033,-0.0107,-0.0131,-0.028,-0.0107,-0.0131,-0.061,0.0227,75.0
9.279,0.4022,0.0992,14.359,0.3913,0.0883,13.905,-0.0117,-0.0077,-0.454,0.0415,106.5
12.381,1.2057,0.3214,14.903,1.2003,0.3167,14.368,-0.0084,0.0066,-0.535,0.0366,101.3
15.477,1.8756,0.675,60.749,1.8772,0.6828,60.387,-0.0026,0.0196,-0.361,0.0314,95.9
18.591,2.2812,1.3901,58.716,2.2676,1.4181,58.719,-0.0135,0.0279,0.003,0.0181,113.6
21.671,2.9233,1.7737,8.976,2.8989,1.8095,9.013,-0.0232,0.0339,0.038,0.017,80.5
24.936,3.7781,1.9107,8.811,3.7509,1.9531,8.596,-0.0344,0.0566,-0.215,0.0133,264.2
28.025,4.5032,2.1716,49.631,4.4755,2.2195,49.065,-0.0488,0.0924,-0.565,0.0273,88.7
31.113,5.0189,2.7582,56.233,5.0171,2.7956,55.633,-0.0304,0.0902,-0.6,0.0578,88.3
34.2,4.6396,3.3426,162.96,4.62,3.3806,162.495,-0.0465,0.0758,-0.465,0.0601,86.7
37.299,3.8193,3.5468,167.294,3.8116,3.5781,166.281,-0.0698,0.0994,-1.013,0.0523,98.3
40.387,2.9691,3.7415,168.492,2.974,3.759,167.069,-0.0871,0.0924,-1.423,0.0366,87.8
43.497,2.1912,3.8519,-177.33,2.2134,3.8574,-178.32,-0.044,0.0439,-0.989,0.0323,110.3
46.566,1.3254,3.8376,-179.566,1.3378,3.8399,-180.167,-0.0277,0.0164,-0.601,0.0221,68.8
49.659,0.4846,3.8416,179.863,0.4854,3.8319,179.318,-0.0357,-0.0049,-0.545,0.024,91.9
52.754,-0.1788,3.5507,-138.702,-0.1808,3.5196,-139.207,-0.0333,-0.0325,-0.505,0.0317,95.2
55.841,-0.7681,3.0173,-119.668,-0.7788,2.9859,-120.545,-0.0569,-0.0427,-0.876,0.0399,87.2
58.949,-0.6662,2.2144,-77.607,-0.6761,2.1884,-78.12,-0.0298,-0.0319,-0.513,0.0436,106.9
62.023,-0.5023,1.412,-70.977,-0.4945,1.3932,-72.412,-0.0277,-0.031,-1.434,0.0489,74.6
65.255,0.1813,0.9006,-31.064,0.2036,0.8774,-32.02,0.0073,-0.02,-0.957,0.0354,231.4
68.355,0.8374,0.4059,-66.703,0.8541,0.389,-67.095,0.014,-0.0112,-0.391,0.0464,99.8
71.43,0.3433,0.0323,-173.831,0.3594,0.0225,-174.138,0.0159,-0.008,-0.307,0.0277,75.4
